Name,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PrimaryTemp,BPOM
All American,Experimental Beer,67,15.14,1.07,1.0170000000000001,7.05,81.86,22.8,18.93,60,1.056,50.0,2.3384,Specific Gravity,BIAB,2.3384,2
#1 NEIPA For The Soul 2.0,American IPA,7,13.0,1.0659999999999998,1.016,6.62,50.09,4.61,20.0,75,1.043,70.0,3.0,Specific Gravity,All Grain,3.0,2
Blond attempt 1,Blonde Ale,30,20.82,10.9735,2.93114,4.28,23.56,4.82,24.61,60,9.3,60.0,1.5,Plato,All Grain,1.5,2
Donnie,Robust Porter,129,46.0,1.063,1.013,6.48,26.89,31.86,53.0,90,1.054,75.0,2.5,Specific Gravity,All Grain,2.5,5
HAPA X,American Pale Ale,10,18.0,1.05,1.01,5.27,54.13,8.97,8.0,60,1.113,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Grandma's stout,Sweet Stout,162,12.0,1.05,1.01,5.16,37.29,33.82,16.0,60,1.037,60.0,3.16,Specific Gravity,All Grain,3.16,5
Rickys IPA,American IPA,7,11.36,1.071,1.014,7.58,170.86,13.2,5.68,60,1.143,25.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Ballantine IPA Clone,Imperial IPA,86,18.93,1.081,1.0190000000000001,8.08,76.02,9.15,28.39,90,1.054,65.0,1.25,Specific Gravity,All Grain,1.25,3
Angry Elf,American IPA,7,20.82,1.037,1.01,3.61,0.0,6.02,28.39,60,1.0270000000000001,35.0,1.5,Specific Gravity,All Grain,1.5,2
(Isabel) Catherine the Great,Imperial Stout,87,25.0,1.102,1.023,10.46,58.73,50.0,25.0,60,1.102,75.0,2.7,Specific Gravity,All Grain,2.7,6
11 2017 Club Wee Heavy,American Light Lager,9,22.0,1.088,1.022,8.62,30.19,16.58,28.0,60,1.069,70.0,2.1850179985601157,Specific Gravity,BIAB,2.1850179985601157,3
Two hearted Idea Extract,American IPA,7,9.46,1.0590000000000002,1.011,6.32,59.28,10.03,12.11,45,1.046,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
William Youngers 1851 60 shilling,Old Ale,116,48.0,1.074,1.031,5.66,53.77,7.45,54.0,60,1.0659999999999998,70.0,2.5,Specific Gravity,All Grain,2.5,2
Saison no.3 (44),Saison,134,18.93,1.048,1.006,5.46,33.57,5.03,22.71,90,1.04,70.0,1.25,Specific Gravity,All Grain,1.25,2
Ed's Oktoberfest,Oktoberfest/Märzen,115,20.82,1.056,1.016,5.17,20.86,9.72,28.39,60,1.041,75.0,1.32,Specific Gravity,All Grain,1.32,2
West Coast - Beach Bum Blonde,Blonde Ale,30,20.82,1.045,1.012,4.24,17.65,8.85,22.71,60,1.041,70.0,2.2130735220729356,Specific Gravity,All Grain,2.2130735220729356,2
HefeWeizen Wed,Weissbier,169,26.0,1.05,1.008,5.59,13.58,3.26,30.0,60,1.043,72.0,3.0,Specific Gravity,All Grain,3.0,2
Wheat IPA,Imperial IPA,86,18.93,1.069,1.016,7.0,80.71,6.25,24.11,60,1.054,70.0,1.5,Specific Gravity,All Grain,1.5,2
HurDur,Belgian Pale Ale,24,21.0,1.057,1.0170000000000001,5.24,38.95,13.47,28.5,60,1.042,70.0,3.0,Specific Gravity,All Grain,3.0,2
Red X  Bock,Traditional Bock,163,25.0,1.07,1.0170000000000001,6.94,26.35,26.42,28.5,90,1.061,72.0,1.9616,Specific Gravity,All Grain,1.9616,5
2015 - 7/3 --- American Wheat,Weizen/Weissbier,170,22.71,11.1957,3.0108099999999998,4.36,13.85,3.59,28.39,60,9.0,60.0,1.5,Plato,All Grain,1.5,2
Altbier,Dusseldorf Altbier,51,18.93,1.0490000000000002,1.012,4.89,45.04,15.55,22.71,60,1.041,70.0,1.7653773584905663,Specific Gravity,BIAB,1.7653773584905663,2
Pallet A 18,Irish Red Ale,92,48.0,1.0490000000000002,1.011,4.93,27.12,9.71,55.0,90,1.043,75.0,3.0,Specific Gravity,All Grain,3.0,2
Mtv hardcore 20 11 16,American Light Lager,9,26.0,1.052,1.01,5.57,41.65,6.24,28.5,60,1.048,61.0,3.0,Specific Gravity,All Grain,3.0,2
Brown Bess,British Brown Ale,34,20.82,1.053,1.015,5.08,31.98,15.7,30.28,60,1.037,75.0,2.0127385892116183,Specific Gravity,BIAB,2.0127385892116183,2
A bachelor's amber,Belgian Blond Ale,20,16.0,1.061,1.01,6.67,38.65,11.66,20.0,60,1.0490000000000002,40.0,2.331506237942122,Specific Gravity,BIAB,2.331506237942122,2
Immortan Joe,Witbier,175,5.0,1.05,1.011,5.07,10.64,3.53,8.3,65,1.03,70.0,3.0,Specific Gravity,All Grain,3.0,2
Monkey Face Belgian Strong Ale,Belgian Golden Strong Ale,23,20.82,1.0270000000000001,1.005,2.83,24.35,4.65,28.39,60,1.02,35.0,1.1,Specific Gravity,All Grain,1.1,2
Kettle sour experiment,Berliner Weisse,27,18.93,1.034,1.006,3.73,4.99,2.9,26.5,60,1.025,70.0,1.5,Specific Gravity,All Grain,1.5,2
Sierra Nevada Pale Ale Clone,American Pale Ale,10,20.1,1.055,1.011,5.82,38.89,9.43,23.8,90,1.047,78.0,2.5,Specific Gravity,All Grain,2.5,2
Alma APA,American Pale Ale,10,52.0,1.051,1.0090000000000001,5.45,44.1,9.17,58.0,90,1.045,72.0,4.5,Specific Gravity,All Grain,4.5,2
Bryn Gorog,Specialty Smoked Beer,153,21.0,1.058,1.008,6.54,36.45,5.71,28.5,60,1.043,90.0,3.0,Specific Gravity,All Grain,3.0,2
Sleeman cream ale,Cream Ale,45,11.36,1.056,1.0170000000000001,5.09,17.16,4.67,17.98,60,1.035,70.0,1.905721757322176,Specific Gravity,BIAB,1.905721757322176,2
Pale Ale - Sierra Nevada,American Pale Ale,10,22.0,1.052,1.012,5.24,32.38,5.59,28.5,60,1.04,75.0,4.0,Specific Gravity,All Grain,4.0,2
Bourbon Barrel Parabola,Imperial Stout,87,17.03,1.1340000000000001,1.0270000000000001,13.98,103.95,50.0,28.2,120,1.081,60.0,1.5,Specific Gravity,All Grain,1.5,6
Paulo's Pilsner #3,German Pilsner (Pils),81,21.0,1.044,1.008,4.77,36.55,4.07,28.5,60,1.033,50.0,2.906723776223778,Specific Gravity,BIAB,2.906723776223778,2
Coco Loco Stout,American Stout,12,18.93,1.0659999999999998,1.016,6.57,63.46,38.56,11.36,60,1.109,60.0,1.8763916786226682,Specific Gravity,Partial Mash,1.8763916786226682,5
#022 PINKMAGGIT Brewing Simcoe Mist 2.0,American IPA,7,9.0,1.077,1.02,7.49,52.47,6.27,12.0,60,1.057,63.0,3.0,Specific Gravity,All Grain,3.0,2
Hafmeyjan V,Cream Ale,45,30.0,1.05,1.011,5.19,14.55,6.76,35.0,90,1.043,70.0,3.5,Specific Gravity,All Grain,3.5,2
Fortside Brewing Black RyePA,American Pale Ale,10,11.36,1.075,1.02,7.12,120.09,32.77,11.36,60,1.075,70.0,2.2804632561436686,Specific Gravity,Partial Mash,2.2804632561436686,5
Golden Boy,Belgian Golden Strong Ale,23,37.85,1.112,1.026,11.36,32.42,6.94,49.21,60,1.087,75.0,1.5,Specific Gravity,All Grain,1.5,3
Samuel Adams Summer Ale,American Pale Ale,10,21.0,1.05,1.012,4.92,25.85,4.79,28.5,60,1.037,70.0,3.0,Specific Gravity,All Grain,3.0,2
Lucinda Hefe,Weizen/Weissbier,170,37.85,1.054,1.014,5.35,14.66,3.94,45.42,90,1.045,82.0,1.0,Specific Gravity,All Grain,1.0,2
DHS Trooper (Robinsons),British Strong Ale,36,21.0,1.051,1.012,5.18,57.05,13.58,27.0,60,1.04,70.0,2.3239837398373986,Specific Gravity,BIAB,2.3239837398373986,2
Tropical IPA,American IPA,7,3.79,1.056,1.011,6.0,60.3,13.28,5.68,60,1.038,35.0,1.5,Specific Gravity,All Grain,1.5,2
PopSlim,Premium American Lager,124,22.0,1.053,1.01,5.69,30.04,5.12,30.0,60,1.0390000000000001,65.0,2.216607142857143,Specific Gravity,BIAB,2.216607142857143,2
Awesome Recipe,American Brown Ale,6,40.0,1.048,1.012,4.72,0.0,50.0,28.5,60,1.067,35.0,3.0,Specific Gravity,All Grain,3.0,5
Yeungling Lager Clone,Standard American Lager,156,18.93,1.051,1.014,4.84,18.05,12.14,24.61,60,1.0390000000000001,70.0,1.25,Specific Gravity,All Grain,1.25,2
Dracula's Citrus IPA,American IPA,7,21.0,1.06,1.011,6.44,57.57,8.47,28.4,60,1.044,63.0,3.0,Specific Gravity,All Grain,3.0,2
Rye IPA,American IPA,7,22.71,1.0659999999999998,1.008,7.51,88.84,5.17,30.28,60,1.0490000000000002,74.0,1.45,Specific Gravity,All Grain,1.45,2
Awesome Recipe,Sweet Stout,162,30.0,1.048,1.012,4.78,20.99,36.32,33.0,60,1.044,70.0,3.0,Specific Gravity,All Grain,3.0,5
High Noon Session IPA,American IPA,7,18.93,1.047,1.008,5.03,44.49,7.34,23.96,60,1.037,63.0,1.2,Specific Gravity,All Grain,1.2,2
Sour Ale - IPA Kettle Sour,Fruit Lambic,77,20.82,1.057,1.008,6.32,5.42,4.13,24.61,60,1.048,75.0,1.790961538461539,Specific Gravity,All Grain,1.790961538461539,2
Dank Black IPA,Specialty IPA: Black IPA,148,28.0,1.056,1.011,6.0,55.5,33.59,34.0,65,1.046,65.0,3.1,Specific Gravity,All Grain,3.1,5
Bombastic Smoke Pumpkin Seed Saison - PM,Saison,134,20.82,1.063,1.012,6.75,14.54,14.06,11.36,60,1.0871025818274553,35.0,2.037900446144041,Specific Gravity,extract,2.037900446144041,2
Anchor Steam beer Clone,California Common,38,18.0,1.052,1.011,5.36,34.27,11.57,22.0,60,1.042,73.0,4.0,Specific Gravity,All Grain,4.0,2
????? ?????,American Pale Ale,10,10.0,1.0490000000000002,1.011,4.93,33.39,3.75,15.0,60,1.033,75.0,3.0,Specific Gravity,All Grain,3.0,2
Anthony V3,Robust Porter,129,22.33,1.074,1.021,6.84,42.92,38.61,28.39,60,1.058,70.0,1.5,Specific Gravity,All Grain,1.5,5
21NOV15 Pale ale,American Pale Ale,10,21.0,1.053,1.014,5.21,55.15,3.75,28.5,60,1.0390000000000001,70.0,3.0,Specific Gravity,All Grain,3.0,2
Down and Out Stout,American Stout,12,37.85,1.077,1.025,6.87,22.31,40.6,41.64,30,1.07,55.0,1.8763916786226682,Specific Gravity,All Grain,1.8763916786226682,5
Brazilian Kolsh,Kölsch,94,6.3,1.048,1.011,4.82,16.86,3.78,8.8,60,1.034,60.0,2.0564335754189935,Specific Gravity,BIAB,2.0564335754189935,2
Red,American Amber Ale,4,20.82,1.055,1.015,5.2,34.55,15.48,26.5,60,1.043,70.0,1.33,Specific Gravity,All Grain,1.33,2
Session IPA,American IPA,7,20.82,1.058,1.011,6.11,59.63,6.68,28.39,60,1.042,75.0,2.0,Specific Gravity,All Grain,2.0,2
ELF,Belgian Dark Strong Ale,21,20.82,1.083,1.0190000000000001,8.43,36.84,17.37,28.39,60,1.061,75.0,1.964594594594595,Specific Gravity,All Grain,1.964594594594595,3
Andrea camuto,California Common Beer,39,490.0,17.9548,3.3991599999999997,7.96,25.06,5.12,530.0,60,16.7,83.0,3.5,Plato,All Grain,3.5,2
ARCaliLager,Premium American Lager,124,25.36,1.057,1.0070000000000001,6.54,15.19,3.88,28.96,60,1.05,69.0,3.33,Specific Gravity,All Grain,3.33,2
Jerrys Porter,Brown Porter,37,124.92,1.0590000000000002,1.014,5.92,50.63,27.67,136.27,60,1.054,78.0,1.33,Specific Gravity,All Grain,1.33,5
Say Hey Session IPA,Specialty Beer,145,18.93,1.0490000000000002,1.012,4.96,48.54,7.05,28.39,60,1.033,70.0,1.25,Specific Gravity,All Grain,1.25,2
Trip Hop,American IPA,7,25.0,1.069,1.012,7.51,87.42,4.77,28.5,60,1.06,75.0,3.0,Specific Gravity,All Grain,3.0,2
French Extract Amber Ale,American Amber Ale,4,20.82,1.06,1.0170000000000001,5.62,39.7,13.62,28.39,60,1.044,70.0,2.1336110307414087,Specific Gravity,extract,2.1336110307414087,2
Ovis 2.0 Stout,American Light Lager,9,19.87,1.058,1.01,6.32,54.31,38.95,24.61,60,1.047,70.0,1.5,Specific Gravity,All Grain,1.5,5
Hop Goblin,Best Bitter,28,45.0,1.046,1.01,4.6,34.75,13.58,50.0,60,1.041,75.0,2.5572614107883824,Specific Gravity,BIAB,2.5572614107883824,2
AleSmith IPA Clone - 20L,American IPA,7,20.0,1.084,1.0190000000000001,8.57,42.29,11.22,23.3,60,1.072,80.0,2.0243738248981953,Specific Gravity,All Grain,2.0243738248981953,3
Itchy Huevos,Vienna Lager,167,41.64,1.057,1.0170000000000001,5.15,28.33,12.22,47.32,90,1.05,74.0,1.5,Specific Gravity,All Grain,1.5,2
Hop to it,American IPA,7,20.0,1.047,1.0090000000000001,4.98,36.36,5.49,28.0,60,1.033,70.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Villa Bravia,American Pale Ale,10,70.0,1.051,1.012,5.18,32.53,5.04,77.0,60,1.047,75.0,2.2804632561436686,Specific Gravity,All Grain,2.2804632561436686,2
AAA,American Amber Ale,4,21.0,1.038,1.0070000000000001,4.11,32.95,7.01,28.5,60,1.028,65.0,2.1336110307414087,Specific Gravity,BIAB,2.1336110307414087,2
Red Rye Ale,Irish Red Ale,92,9.46,1.057,1.013,5.73,25.6,15.33,11.36,60,1.047,75.0,2.2631598877980363,Specific Gravity,BIAB,2.2631598877980363,2
Southern Smoked Porter,Brown Porter,37,21.0,1.0490000000000002,1.014,4.67,33.47,24.94,28.5,60,1.036,68.0,2.1009784482758618,Specific Gravity,BIAB,2.1009784482758618,5
Global Warmer clone,Imperial IPA,86,21.77,1.0659999999999998,1.016,6.68,58.84,14.31,29.15,60,1.05,65.0,1.808331280788176,Specific Gravity,BIAB,1.808331280788176,2
Krakenbock,Traditional Bock,163,15.52,1.08,1.022,7.0,0.0,15.79,22.71,60,1.0589927240333987,75.0,1.9616,Specific Gravity,extract,1.9616,2
DeLuks IPA,American IPA,7,10.0,1.0590000000000002,1.012,6.18,57.96,10.46,15.0,60,1.0390000000000001,75.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
The Old Elm,American Barleywine,5,11.36,1.093,1.023,9.12,119.09,17.54,13.25,60,1.079,75.0,1.6704563106796118,Specific Gravity,BIAB,1.6704563106796118,3
Dwayyo Stout,Foreign Extra Stout,72,20.82,1.0659999999999998,1.012,7.13,49.48,44.12,11.36,60,1.121,60.0,2.297752808988765,Specific Gravity,Partial Mash,2.297752808988765,5
Berliner Weisse,Berliner Weisse,27,28.0,1.0290000000000001,1.005,3.13,3.31,2.52,32.0,15,1.025,80.0,2.0794583333333336,Specific Gravity,BIAB,2.0794583333333336,2
I'm your Huckleberry,American Pale Ale,10,18.93,1.043,1.01,4.38,17.78,5.6,28.39,90,1.0290000000000001,70.0,1.25,Specific Gravity,All Grain,1.25,2
Legless half batch,Best Bitter,28,450.0,1.043,1.0070000000000001,4.69,34.77,5.98,500.0,60,1.0390000000000001,80.0,2.7,Specific Gravity,All Grain,2.7,2
Ten Fiddy OB Recipe,Imperial Stout,87,18.93,1.111,1.032,10.48,72.42,50.0,26.5,90,1.08,72.0,1.4,Specific Gravity,All Grain,1.4,6
Big Imperial IPA #1,Imperial IPA,86,18.93,1.091,1.023,8.96,113.94,9.53,11.36,60,1.105353848737579,75.0,1.808331280788176,Specific Gravity,extract,1.808331280788176,3
Super Mario Session IPA,American IPA,7,20.82,1.05,1.012,4.89,148.65,2.97,13.25,90,1.048,25.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Koko's Oatmeal Stout,American Stout,12,18.93,1.051,1.011,5.34,26.67,29.44,28.39,60,1.034,56.0,1.8763916786226682,Specific Gravity,BIAB,1.8763916786226682,5
Barefoot Bohemian Pilsner,Czech Premium Pale Lager,50,50.0,1.045,1.011,4.5,45.5,2.96,57.0,90,1.04,70.0,4.867,Specific Gravity,All Grain,4.867,2
Belgian Pale,American Light Lager,9,37.85,1.054,1.013,5.37,21.01,4.6,43.53,60,1.047,80.0,2.1850179985601157,Specific Gravity,BIAB,2.1850179985601157,2
Steinhogger 2017,Czech Amber Lager,47,50.0,1.048,1.01,4.95,23.68,6.4,25.0,60,1.0959999999999999,75.0,1.858125,Specific Gravity,Partial Mash,1.858125,2
Bourbon Vanilla Porter,American Porter,11,3.79,1.082,1.016,8.76,42.04,34.79,7.57,60,1.041,85.0,1.5,Specific Gravity,All Grain,1.5,6
Gahr Pils 25L,German Pilsner (Pils),81,25.0,1.048,1.0070000000000001,5.39,31.9,3.97,30.0,90,1.04,80.0,3.0,Specific Gravity,All Grain,3.0,2
Pale pilsner,American Pale Ale,10,53.0,1.047,1.0090000000000001,5.02,29.77,4.57,58.0,70,1.043,75.0,3.0,Specific Gravity,All Grain,3.0,2
MDZ,Specialty IPA: Red IPA,150,22.5,1.068,1.013,7.28,62.76,13.89,29.0,75,1.053,73.5,3.0,Specific Gravity,All Grain,3.0,2
Pale Gal,American Pale Ale,10,20.82,1.053,1.012,5.4,44.84,9.58,28.39,60,1.0390000000000001,70.0,1.5,Specific Gravity,All Grain,1.5,2
Cascade IPA (4th Brew),American Pale Ale,10,18.93,1.0659999999999998,1.012,6.97,48.66,5.04,28.39,60,1.044,64.0,1.5,Specific Gravity,All Grain,1.5,2
California common,American Lager,8,21.0,1.045,1.011,4.47,36.93,3.6,25.0,60,1.038,80.0,3.0,Specific Gravity,All Grain,3.0,2
Kjeller 5 Cascadian Pale Ale 25l,American Pale Ale,10,25.0,1.051,1.0090000000000001,5.45,34.67,4.06,28.0,60,1.046,70.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Belgian Blonde Ale,Belgian Blond Ale,20,37.85,1.061,1.02,5.44,24.38,5.74,53.0,60,1.044,68.0,1.25,Specific Gravity,All Grain,1.25,2
Red Nectar Ale Clone,California Common Beer,39,18.93,1.05,1.01,5.36,25.7,16.15,24.61,60,1.0390000000000001,65.0,1.5,Specific Gravity,All Grain,1.5,2
Belgian Tripel,Belgian Tripel,26,12.49,1.08,1.02,7.85,33.81,7.13,13.25,60,1.075,35.0,2.0433617021276596,Specific Gravity,extract,2.0433617021276596,2
Bitchin' Belgian Wit,Witbier,175,41.64,1.036,1.0070000000000001,3.76,13.54,2.96,47.32,90,1.0350961480097718,75.0,2.2309730831973895,Specific Gravity,All Grain,2.2309730831973895,2
Kogellager,German Pilsner (Pils),81,14.0,1.05,1.011,5.01,36.72,2.94,20.0,60,1.035,73.0,3.0,Specific Gravity,All Grain,3.0,2
Shillingsworth English Mild Ale,Dark Mild,53,20.82,1.038,1.0090000000000001,3.8,20.32,22.7,24.61,60,1.032,73.0,1.63,Specific Gravity,All Grain,1.63,2
Andrew's Alpha,American IPA,7,22.71,1.055,1.014,5.44,56.17,6.13,26.5,60,1.047,70.0,1.5,Specific Gravity,All Grain,1.5,2
Awesome Recipe,American Pale Ale,10,23.0,1.057,1.012,5.81,40.68,3.5,30.0,75,1.043,79.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
World's IPA,American IPA,7,90.85,1.0590000000000002,1.013,6.01,69.84,5.26,105.99,70,1.051,80.0,1.5,Specific Gravity,All Grain,1.5,2
Easy American Brown,American Brown Ale,6,20.82,1.058,1.014,5.7,44.22,22.64,11.36,60,1.1059999999999999,35.0,1.9293349131121658,Specific Gravity,Partial Mash,1.9293349131121658,2
EL Hefe,Weizen/Weissbier,170,39.75,1.054,1.013,5.39,8.61,4.49,41.64,60,1.051,72.5,1.5,Specific Gravity,All Grain,1.5,2
Belgian Pale Pumpkin Ale,Belgian Pale Ale,24,22.71,1.053,1.015,4.92,22.59,8.67,26.5,90,1.045,70.0,1.5,Specific Gravity,All Grain,1.5,2
SOS Rye IPA v.3,American IPA,7,19.87,1.048,1.0090000000000001,5.1,87.67,7.61,11.36,60,1.084,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Anchor Steam Clone,California Common Beer,39,11.36,1.057,1.018,5.14,70.55,11.5,15.14,60,1.043,70.0,1.25,Specific Gravity,All Grain,1.25,2
Imperial Entanglements,Russian Imperial Stout,132,11.36,1.121,1.022,13.08,52.76,50.0,18.93,120,1.07,67.0,1.8851853932584286,Specific Gravity,BIAB,1.8851853932584286,6
Bavarian Mandarina,American Pale Ale,10,23.0,1.052,1.0090000000000001,5.67,31.72,6.33,25.0,60,1.048,75.0,2.2804632561436686,Specific Gravity,All Grain,2.2804632561436686,2
Pumpkin Mead!,Sweet Mead,161,5.68,1.0979999999999999,1.025,9.65,0.0,4.29,5.68,0,1.0979999999999999,35.0,2.417857142857143,Specific Gravity,extract,2.417857142857143,3
Chocolate Wasted,Imperial Stout,87,18.93,1.0959999999999999,1.025,9.29,67.53,50.0,26.5,150,1.069,63.0,1.25,Specific Gravity,All Grain,1.25,6
Pumpkin Beer: Take One,Autumn Seasonal Beer,18,18.93,1.065,1.015,6.57,29.51,12.11,26.5,60,1.046,62.0,1.801875,Specific Gravity,All Grain,1.801875,2
Master Exploder IPA,American IPA,7,11.36,1.099,1.0190000000000001,10.49,106.95,21.71,15.14,40,1.074,75.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,3
Nelson - en apa,American Pale Ale,10,23.0,1.065,1.015,6.59,81.53,5.01,27.0,60,1.055,62.0,3.0,Specific Gravity,All Grain,3.0,2
Red Hop Irish ale,Irish Red Ale,92,20.82,1.061,1.011,6.56,46.58,16.89,26.5,60,1.048,75.0,1.5,Specific Gravity,All Grain,1.5,2
Disco Demolition Double IPA,Imperial IPA,86,18.93,1.1,1.023,10.06,204.56,13.09,18.93,60,1.1,44.0,1.808331280788176,Specific Gravity,extract,1.808331280788176,3
Pils,International Pale Lager,90,20.82,1.048,1.0090000000000001,5.21,31.48,3.1,26.5,60,1.038,70.0,1.5,Specific Gravity,All Grain,1.5,2
Florida IPA,American IPA,7,20.82,1.067,1.02,6.23,72.86,4.89,28.39,60,1.0490000000000002,68.0,2.0243738248981953,Specific Gravity,BIAB,2.0243738248981953,2
Buzzblasters Pale Ale,Special/Best/Premium Bitter,144,20.82,1.053,1.0090000000000001,5.83,95.57,8.01,26.5,60,1.042,73.0,1.33,Specific Gravity,All Grain,1.33,2
Howling In The Night Porter,American Porter,11,22.71,1.057,1.014,5.68,34.95,32.44,28.39,60,1.045,78.0,1.6,Specific Gravity,All Grain,1.6,5
Pliney The Elder Clone,English IPA,65,18.93,1.0859999999999999,1.021,8.56,144.88,7.79,9.46,60,1.172,35.0,2.4856328293736496,Specific Gravity,extract,2.4856328293736496,3
Takeover Tripel,Belgian Tripel,26,40.0,1.09,1.016,9.7,9.8,4.82,45.0,60,1.08,75.0,3.0,Specific Gravity,All Grain,3.0,3
Attempt #2 APA,American Pale Ale,10,25.0,12.8415,2.52617,5.52,49.87,8.64,17.0,60,18.5,35.0,2.890701863354037,Plato,extract,2.890701863354037,2
Ipa,American IPA,7,18.93,1.061,1.015,6.02,77.74,11.77,11.36,60,1.102,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
Almost All Grain Brutis,American Barleywine,5,41.64,1.157,1.028,16.95,175.68,9.18,49.21,120,1.133,70.0,1.5,Specific Gravity,All Grain,1.5,3
Savory Saison,Saison,134,20.82,1.07,1.01,7.86,25.36,7.32,26.5,60,1.055,75.0,1.8,Specific Gravity,All Grain,1.8,2
_R006 - Aged Hop Sour,Mixed-Fermentation Sour Beer,106,2044.12,1.041,1.002,5.1,10.64,3.76,2384.81,120,1.035,55.0,1.5,Specific Gravity,All Grain,1.5,2
Hop Funk Monk,Specialty IPA: Belgian IPA,147,41.64,1.068,1.016,6.86,83.6,9.58,51.1,60,1.056,75.0,1.25,Specific Gravity,All Grain,1.25,2
Amber Ale,American Amber Ale,4,20.82,1.0590000000000002,1.014,6.01,48.68,15.71,28.39,60,1.044,72.0,1.5,Specific Gravity,All Grain,1.5,2
Summer Saison,Saison,134,20.82,1.048,1.01,5.03,26.93,7.28,11.36,60,1.0746022170235277,35.0,2.037900446144041,Specific Gravity,extract,2.037900446144041,2
SNUout,American Stout,12,20.0,1.063,1.022,5.39,33.34,37.86,26.0,60,1.0490000000000002,74.0,2.5,Specific Gravity,All Grain,2.5,5
Common Criminal,California Common Beer,39,41.64,1.0590000000000002,1.018,5.44,33.56,12.16,47.32,60,1.052,78.0,2.0911964601769917,Specific Gravity,BIAB,2.0911964601769917,2
Lake Pepin Pale Ale,American Pale Ale,10,18.93,1.057,1.014,5.64,24.65,9.56,28.39,60,1.038,65.0,1.5,Specific Gravity,All Grain,1.5,2
American Pilsner 2017OCT29,German Pils,80,40.69,1.046,1.012,4.46,34.81,2.82,45.42,90,1.041,76.0,1.33,Specific Gravity,All Grain,1.33,2
Northy X Belgian Quad,Belgian Dark Strong Ale,21,20.82,1.099,1.0190000000000001,10.49,46.21,28.15,25.55,60,1.08,80.0,1.25,Specific Gravity,All Grain,1.25,6
Rye Pale,American Pale Ale,10,37.85,1.0590000000000002,1.014,5.94,43.76,7.24,41.64,60,1.054,80.0,1.5,Specific Gravity,All Grain,1.5,2
Oatmeal Stout,Oatmeal Stout,114,20.18,1.0490000000000002,1.013,4.73,17.74,32.54,28.39,60,1.035,70.0,1.54,Specific Gravity,All Grain,1.54,5
Belgian Wheat,Belgian Pale Ale,24,20.82,1.056,1.011,5.84,32.51,6.65,26.5,90,1.044,70.0,1.4,Specific Gravity,All Grain,1.4,2
Bruno's IPA,American IPA,7,11.36,1.073,1.01,8.26,127.26,4.45,7.57,60,1.078,25.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,3
Blonde honey ale,Blonde Ale,30,13.25,1.045,1.011,4.4,17.08,4.79,15.14,60,1.0390000000000001,85.0,0.77,Specific Gravity,All Grain,0.77,2
Crystal Rye II,American Amber Ale,4,22.71,1.044,1.0090000000000001,4.55,38.79,12.96,18.93,40,1.052,67.0,2.1336110307414087,Specific Gravity,Partial Mash,2.1336110307414087,2
Ginger Short Mead,Open Category Mead,117,2.0,1.054,1.011,5.72,0.0,15.69,3.0,60,1.036,70.0,1.4416666666666667,Specific Gravity,extract,1.4416666666666667,2
Double batch concentrated,Cream Ale,45,20.82,1.091,1.022,9.02,72.45,5.03,24.61,60,1.077,70.0,1.25,Specific Gravity,All Grain,1.25,3
Jukka's Amber,American IPA,7,20.0,1.0590000000000002,1.013,6.03,60.37,14.26,24.0,60,1.0490000000000002,35.0,2.0243738248981953,Specific Gravity,Partial Mash,2.0243738248981953,2
Caramel Vanilla Cream Ale,Cream Ale,45,18.93,1.055,1.013,5.51,22.31,6.53,9.46,55,1.0798413658829482,35.0,1.905721757322176,Specific Gravity,extract,1.905721757322176,2
Centennial Blonde,Blonde Ale,30,24.0,1.04,1.0090000000000001,4.17,28.02,4.13,27.5,60,1.035,75.0,2.9,Specific Gravity,All Grain,2.9,2
Wild Rosey,American Stout,12,7.57,1.068,1.0190000000000001,6.45,50.67,32.45,7.57,60,1.0636405070355415,65.0,1.8763916786226682,Specific Gravity,extract,1.8763916786226682,5
Butter Cookie Ale,Clone Beer,43,19.87,1.0590000000000002,1.02,5.17,0.0,10.37,11.36,60,1.104,35.0,1.8485344827586205,Specific Gravity,extract,1.8485344827586205,2
Granite Bay Grand Cru,Flanders Red Ale,71,24.61,1.062,1.011,6.63,4.69,22.12,32.18,90,1.047,70.0,1.5,Specific Gravity,All Grain,1.5,2
Rauchbier,Rauchbier,128,11.0,1.056,1.013,5.66,24.75,16.05,15.5,60,1.04,79.0,3.0,Specific Gravity,All Grain,3.0,2
