Name,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PrimaryTemp,BPOM
Far out stout,Sweet Stout,162,19.87,1.056,1.011,5.95,30.77,44.33,26.5,90,1.04,75.0,2.0088648111332006,Specific Gravity,BIAB,2.0088648111332006,5
Palilalia IPA,American IPA,7,20.82,1.056,1.016,5.25,58.0,11.7,28.39,90,1.041,75.0,1.5,Specific Gravity,All Grain,1.5,2
Isa3,American Light Lager,9,18.93,1.038,1.0070000000000001,4.09,59.71,4.62,11.36,50,1.064,35.0,2.1850179985601157,Specific Gravity,extract,2.1850179985601157,2
Avans Gjerdet,International Pale Lager,90,21.0,1.047,1.011,4.79,27.68,4.87,28.5,60,1.035,35.0,3.0,Specific Gravity,All Grain,3.0,2
Experimental Pale Ale,American Pale Ale,10,20.82,1.06,1.014,6.04,44.97,6.85,22.71,60,1.055,75.0,2.2804632561436686,Specific Gravity,BIAB,2.2804632561436686,2
Covfefe Coffee Blonde Ale,Blonde Ale,30,18.93,1.048,1.01,5.05,30.32,4.28,9.46,60,1.063,50.0,2.2130735220729356,Specific Gravity,Partial Mash,2.2130735220729356,2
English IPA 2017-1,English IPA,65,41.64,1.0590000000000002,1.012,6.09,62.86,6.38,53.0,60,1.046,70.0,1.3,Specific Gravity,All Grain,1.3,2
Dip of Crazy - DIPA,Imperial IPA,86,22.71,1.08,1.014,8.68,93.02,5.88,32.55,60,1.056,70.0,1.5,Specific Gravity,All Grain,1.5,3
Grapefruit Pulpin,American IPA,7,20.82,1.0659999999999998,1.013,7.01,46.99,10.13,24.61,60,1.056,35.0,2.0243738248981953,Specific Gravity,extract,2.0243738248981953,2
NE style IPA v3,American IPA,7,20.82,1.064,1.016,6.26,32.98,4.24,28.39,90,1.047,70.0,1.5,Specific Gravity,All Grain,1.5,2
Citra pale ale,American Pale Ale,10,15.52,1.053,1.013,5.18,67.93,6.17,11.36,60,1.072,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Toddy Porter,Robust Porter,129,41.64,1.06,1.015,5.96,48.63,27.84,51.1,90,1.0490000000000002,80.0,1.25,Specific Gravity,All Grain,1.25,5
Awesome Recipe,American Light Lager,9,12.0,1.087,1.0190000000000001,8.94,79.92,19.39,17.0,60,1.062,66.0,2.7,Specific Gravity,All Grain,2.7,3
"You Little ""RIPA""",Specialty IPA: Rye IPA,151,75.0,1.056,1.0090000000000001,6.09,74.0,12.12,84.0,70,1.05,80.0,3.0,Specific Gravity,All Grain,3.0,2
Bakke Brygg Best Bitter 50 l,Special/Best/Premium Bitter,144,50.0,1.046,1.011,4.51,33.75,8.99,53.0,60,1.043,73.0,2.5249065957446795,Specific Gravity,All Grain,2.5249065957446795,2
Pat's session IPA,American Pale Ale,10,20.82,1.046,1.01,4.66,75.49,7.86,28.39,60,1.033,70.0,1.5,Specific Gravity,All Grain,1.5,2
The Golden Calf,Blonde Ale,30,19.87,1.045,1.014,4.03,21.78,3.7,25.55,75,1.035,75.0,1.25,Specific Gravity,All Grain,1.25,2
Pale Ale Jan 2018,American Pale Ale,10,20.82,1.047,1.0090000000000001,4.99,56.59,6.31,11.36,60,1.0859999999999999,35.0,2.2804632561436686,Specific Gravity,extract,2.2804632561436686,2
Roquefort 12 - 100% Brett Lambicus Belgian D...,American Light Lager,9,50.0,1.081,1.011,9.16,0.0,17.03,56.0,60,1.072,75.0,2.5,Specific Gravity,All Grain,2.5,3
It Puts the Mango On Its Skin...,Double IPA,56,45.42,1.08,1.016,8.4,76.35,8.02,53.0,60,1.068,80.0,1.5,Specific Gravity,All Grain,1.5,3
Sannatta - Milk Stout.,American Stout,12,17.03,1.092,1.034,7.61,28.41,50.0,17.03,60,1.092,70.0,1.8763916786226682,Specific Gravity,BIAB,1.8763916786226682,5
apra?arab?,English Barleywine,63,11.0,1.091,1.023,8.95,67.42,9.95,14.0,60,1.071,75.0,3.1,Specific Gravity,All Grain,3.1,3
Lamby (GFunk),Fruit Lambic,77,20.82,1.051,1.012,5.09,10.07,3.84,29.34,60,1.036,75.0,1.5,Specific Gravity,All Grain,1.5,2
Andreass BursdagsIPA,American Light Lager,9,25.0,1.069,1.013,7.36,105.4,6.02,30.0,60,1.058,70.0,3.0,Specific Gravity,All Grain,3.0,2
Johannes #15,Specialty Beer,145,25.0,1.048,1.0090000000000001,5.11,17.73,3.61,32.0,60,1.038,70.0,6.0,Specific Gravity,All Grain,6.0,2
9.9 Barrel Apocalypse Clone,American IPA,7,18.93,1.07,1.012,7.66,81.38,13.37,24.61,75,1.054,70.0,1.3,Specific Gravity,All Grain,1.3,2
Golden ale,Blonde Ale,30,17.0,1.05,1.01,5.37,26.09,4.51,26.0,60,1.033,70.0,4.0,Specific Gravity,All Grain,4.0,2
DAM good Blond Ale,Blonde Ale,30,18.93,1.051,1.015,4.75,18.25,5.6,28.39,60,1.034,70.0,2.2130735220729356,Specific Gravity,BIAB,2.2130735220729356,2
VH Red Ale,Irish Red Ale,92,12.0,1.048,1.012,4.7,25.42,15.38,15.0,60,1.038,70.0,2.5,Specific Gravity,All Grain,2.5,2
Hoppy honey blonde ale,Blonde Ale,30,15.14,1.051,1.013,5.03,19.64,6.29,15.14,60,1.051,35.0,2.2130735220729356,Specific Gravity,extract,2.2130735220729356,2
Dicky Duck IPA,American IPA,7,10.0,1.05,1.012,5.01,113.05,5.84,16.4,60,1.031,65.0,3.0,Specific Gravity,All Grain,3.0,2
Spring Sour,Berliner Weisse,27,18.93,1.031,1.006,3.29,3.02,2.82,22.71,45,1.026,73.0,1.5,Specific Gravity,All Grain,1.5,2
Russian River Blind Pig Clone,Imperial IPA,86,22.71,1.064,1.013,6.68,75.55,5.89,32.18,60,1.045,70.0,1.25,Specific Gravity,All Grain,1.25,2
Porter for Oompa Loompas,Foreign Extra Stout,72,19.0,1.0590000000000002,1.015,5.76,46.39,41.83,24.0,60,1.046,60.0,2.297752808988765,Specific Gravity,BIAB,2.297752808988765,5
WitPale,Witbier,175,25.0,1.033,1.0070000000000001,3.35,23.29,3.08,28.5,60,1.0290000000000001,65.0,2.2309730831973895,Specific Gravity,BIAB,2.2309730831973895,2
SingleM TripleH,American Pale Ale,10,19.0,1.057,1.01,6.19,140.97,3.83,25.0,90,1.043,70.0,3.0,Specific Gravity,All Grain,3.0,2
Havrestout,Oatmeal Stout,114,11.0,1.051,1.014,4.81,19.77,40.0,13.5,60,1.041,69.0,2.0342862385321103,Specific Gravity,BIAB,2.0342862385321103,5
Kjeller 5 Premium Premiant Tsjekkisk Pils 25...,Czech Premium Pale Lager,50,25.0,1.05,1.013,4.85,36.03,3.77,28.0,90,1.045,70.0,2.3292891025641023,Specific Gravity,BIAB,2.3292891025641023,2
East Coast Harvest IPA,American Light Lager,9,42.0,1.054,1.015,5.06,72.5,5.86,46.0,60,1.0490000000000002,75.0,3.0,Specific Gravity,All Grain,3.0,2
Saison de Lis (Perennial),Saison,134,20.82,1.061,1.011,6.5,27.41,3.59,28.39,60,1.045,80.0,2.037900446144041,Specific Gravity,BIAB,2.037900446144041,2
Cascade  centennial  chinook  warrior IPA...,American IPA,7,21.0,1.058,1.012,5.97,67.26,8.49,26.0,80,1.046,65.0,2.0,Specific Gravity,All Grain,2.0,2
Gooseberry Gose,Gose,82,3.79,1.047,1.012,4.65,8.24,11.92,5.68,30,1.031,57.0,1.5,Specific Gravity,All Grain,1.5,2
Amber Saison,Saison,134,20.0,1.092,1.028,8.49,44.88,12.32,18.0,20,1.055,35.0,2.037900446144041,Specific Gravity,extract,2.037900446144041,3
Awesome Recipe,American IPA,7,8.0,1.055,1.013,5.51,58.83,11.21,9.6,60,1.045,70.0,2.5,Specific Gravity,All Grain,2.5,2
Proper Bock,Traditional Bock,163,18.93,1.074,1.0190000000000001,7.3,0.0,9.43,21.96,60,1.0652940947209153,75.0,1.9616,Specific Gravity,All Grain,1.9616,2
Captain Hooked on Bitters: Redhook ESB Clone...,Extra Special/Strong Bitter (ESB),68,20.0,1.052,1.013,5.23,32.28,12.88,28.1,75,1.037,60.0,2.5,Specific Gravity,All Grain,2.5,2
Whiplash Weissbier,Witbier,175,23.0,1.052,1.013,5.13,16.1,3.69,25.0,60,1.048,50.0,2.2309730831973895,Specific Gravity,Partial Mash,2.2309730831973895,2
2015 Munich Dunkel,Munich Dunkel,108,20.82,1.055,1.013,5.46,28.33,26.07,29.53,90,1.038,87.0,1.5,Specific Gravity,All Grain,1.5,5
